--- NVTX Summary ---
Generating SQLite file results/medium_ctx256_full.sqlite from results/medium_ctx256_full.nsys-rep
Processing [results/medium_ctx256_full.sqlite] with [/opt/nvidia/nsight-compute/2023.1.1/host/target-linux-x64/reports/nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances   Avg (ns)     Med (ns)    Min (ns)   Max (ns)   StdDev (ns)   Style              Range            
 --------  ---------------  ---------  -----------  -----------  ---------  ---------  -----------  -------  ----------------------------
     74.0        858400211          1  858400211.0  858400211.0  858400211  858400211          0.0  PushPop  benchmark                   
     13.2        152867542        144    1061580.2     458303.5     424199   60517410    5001540.1  PushPop  scaled dot product attention
      6.0         69048726        144     479505.0     182615.5     169832   29141119    2412322.0  PushPop  computing attention scores  
      4.6         53040911        144     368339.7     126437.0     117313   23131944    1915974.5  PushPop  computing softmax           
      2.3         26449965        144     183680.3     121498.0     109409    8148169     668784.0  PushPop  final matmul                


--- CUDA Kernel Summary ---
Processing [results/medium_ctx256_full.sqlite] with [/opt/nvidia/nsight-compute/2023.1.1/host/target-linux-x64/reports/cuda_kern_exec_sum.py]... 

 ** CUDA Kernel Launch & Exec Time Summary (cuda_kern_exec_sum):

 PID   TID   DevId  Count  QCount  TAvg (ns)   TMed (ns)   TMin (ns)  TMax (ns)  TStdDev (ns)  AAvg (ns)   AMed (ns)  AMin (ns)  AMax (ns)  AStdDev (ns)  QAvg (ns)   QMed (ns)   QMin (ns)  QMax (ns)  QStdDev (ns)  KAvg (ns)  KMed (ns)  KMin (ns)  KMax (ns)  KStdDev (ns)      API Name                                                  Kernel Name                                             
 3288  3420      0    588     588  29830496.2  31724719.0     264836   53344077    15436171.2      7986.4     4989.0       4471      89824       13711.6  29817089.0  31714083.0     251278   53337712    15432911.8     5420.8     5040.0       1440      10783        3722.0  cudaLaunchKernel  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, floa…
 3288  3420      0   2040    2040  29827178.9  31573970.5     271319   53524224    15358295.7     11745.6     4709.5       4050     294683       38396.6  29776017.6  31527254.0     247241   53388095    15350027.8    39415.7    23200.0       1280      92576       29126.7  cudaLaunchKernel  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, floa…
 3288  3420      0    144     143  29764389.9  31244307.5    1457905   52841035    15224723.0     51546.5     5373.0       5021    6606335      550053.9  29859206.1  31268383.0    1390553   52774995    15154073.7    61023.8    60993.0      60161      61793         344.2  cudaLaunchKernel  void at::native::vectorized_elementwise_kernel<(int)4, at::native::sigmoid_backward_kernel_cuda(at:…
 3288  3420      0    594     594  29678799.7  31728326.5     264291   53544230    15620972.9      6715.6     5196.5       4585     290084       12897.8  29645201.0  31697094.0     179421   53396389    15620614.0    26883.1    37856.5      12831      79776       14385.1  cudaLaunchKernel  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapp…
 3288  3420      0    150     150  29532884.1  31214413.5     518287   53213739    15817702.5     12247.2     5086.5       4685      55589       16270.4  29512981.2  31202206.0     499149   53200324    15810091.9     7655.7     7712.0       4929       8704         437.2  cudaLaunchKernel  void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)4, void at::native::_cuda_scatte…
 3288  3420      0    432     432  29446283.1  30806961.5     314404   53146544    15319802.6     11602.5     5678.0       5171      60273       14784.1  29123330.5  30490222.0       1020   52829559    15312742.4   311350.1   311555.0     304962     313763        1501.5  cudaLaunchKernel  ampere_sgemm_128x64_nt                                                                              
 3288  3420      0    300     295  29334619.2  31018706.5      46538   53307874    15763651.8      7890.1     5669.5       5280     279567       17606.2  29816240.6  31794413.0     273364   53295345    15422419.6     7457.2     7584.0       1856       8192         858.4  cudaLaunchKernel  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
 3288  3420      0    144     144  29219070.2  30578710.0     811419   52222151    15431303.0      5166.7     4829.0       4514      24067        1803.5  28882795.6  30242712.0     480481   51885997    15431301.6   331107.8   331330.5     325507     333763        1556.7  cudaLaunchKernel  ampere_sgemm_64x64_nn                                                                               
 3288  3420      0    306     302  28934006.1  30324455.0     154445   53523078    16110644.9     13437.7     5093.5       4770     279121       22662.3  29237164.9  30991987.0        461   53456940    15865690.2    65630.1    60656.5      59393     146689       20065.4  cudaLaunchKernel  void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIterat…
 3288  3288      0   1314    1314  16625012.7  16282164.5     948142   48885819     9544887.6      8860.3     4581.0       4219     308717       23915.8  16585386.3  16234554.0     723344   48861530     9537233.9    30766.1    18880.0       1407     219970       29833.0  cudaLaunchKernel  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, floa…
